"sample_id","measurement_replicate","chl_a_per_cm2","chl_c2_per_cm2","chl_tot_per_cm2","t","site","depth","spec","size","replicate"
"2TSAL009P","m1",3.94894074348239,0.413520070544806,4.36246081402719,"2","Temae","5 m","A. hya","Adult",9
"2TSAL009P","m2",3.94894074348239,0.413520070544806,4.36246081402719,"2","Temae","5 m","A. hya","Adult",9
"2TSAL007P","m1",4.70673877752682,0.440732896419438,5.14747167394626,"2","Temae","5 m","A. hya","Adult",7
"2TSAL007P","m2",4.70641659331717,0.454370349918624,5.1607869432358,"2","Temae","5 m","A. hya","Adult",7
"2TSAL006P","m1",5.253819999451,0.536340275299677,5.79016027475068,"2","Temae","5 m","A. hya","Adult",6
"2TSAL006P","m2",5.253819999451,0.536340275299677,5.79016027475068,"2","Temae","5 m","A. hya","Adult",6
"2ESAL001P","m1",5.50047141181588,0.580496928446873,6.08096834026276,"2","E2B","5 m","A. hya","Adult",1
"2ESAL001P","m2",5.50047141181588,0.580496928446873,6.08096834026276,"2","E2B","5 m","A. hya","Adult",1
"2TSAS041P","m1",2.93622366291616,0.234521270036992,3.17074493295315,"2","Temae","5 m","A. hya","Juvenile",41
"2TSAS041P","m2",2.9422280395859,0.247576198366215,3.18980423795212,"2","Temae","5 m","A. hya","Juvenile",41
"2TSAS043P","m1",4.64452207524245,0.557617760863759,5.20213983610621,"2","Temae","5 m","A. hya","Juvenile",43
"2TSAS043P","m2",4.63749676632777,0.55984889571593,5.1973456620437,"2","Temae","5 m","A. hya","Juvenile",43
"2TSAS052P","m1",4.51625023412188,0.641257248063492,5.15750748218537,"2","Temae","5 m","A. hya","Juvenile",52
"2TSAS052P","m2",4.51625023412188,0.641257248063492,5.15750748218537,"2","Temae","5 m","A. hya","Juvenile",52
"2TSAS046P","m1",4.14630245568763,0.418602534476923,4.56490499016455,"2","Temae","5 m","A. hya","Juvenile",46
"2TSAS046P","m2",4.13966967987224,0.404181318477939,4.54385099835018,"2","Temae","5 m","A. hya","Juvenile",46
"2TSAL039P","m1",2.3121126452172,0.294819611267044,2.60693225648425,"2","Temae","5 m","A. hya","Adult",39
"2TSAL039P","m2",2.3121126452172,0.294819611267044,2.60693225648425,"2","Temae","5 m","A. hya","Adult",39
"2TSAL040P","m1",3.26835557251449,0.443092856444688,3.71144842895918,"2","Temae","5 m","A. hya","Adult",40
"2TSAL040P","m2",3.26058237156112,0.445561510815708,3.70614388237682,"2","Temae","5 m","A. hya","Adult",40
"2TSAL041P","m1",6.50955717427027,0.919273561651597,7.42883073592187,"2","Temae","5 m","A. hya","Adult",41
"2TSAL041P","m2",6.50955717427027,0.919273561651597,7.42883073592187,"2","Temae","5 m","A. hya","Adult",41
"2TSAL047P","m1",4.28277641763896,1.10188121652002,5.38465763415897,"2","Temae","5 m","A. hya","Adult",47
"2TSAL047P","m2",4.28277641763896,1.10188121652002,5.38465763415897,"2","Temae","5 m","A. hya","Adult",47
"2ESAS044P","m1",2.80348789393632,0.414199405582722,3.21768729951904,"2","E2B","5 m","A. hya","Juvenile",44
"2ESAS044P","m2",2.78765149208939,0.437347507856845,3.22499899994624,"2","E2B","5 m","A. hya","Juvenile",44
"2ESAL016P","m1",2.35537218090779,0.343406583890004,2.69877876479779,"2","E2B","5 m","A. hya","Adult",16
"2ESAL016P","m2",2.34854882192672,0.345573582411553,2.69412240433827,"2","E2B","5 m","A. hya","Adult",16
"2ESAL027P","m1",4.39597292870924,0.763986909830395,5.15995983853963,"2","E2B","5 m","A. hya","Adult",27
"2ESAL027P","m2",4.38646601914425,0.788183451821807,5.17464947096606,"2","E2B","5 m","A. hya","Adult",27
"2ESAL013P","m1",6.52820277821151,0.926466145078183,7.45466892328969,"2","E2B","5 m","A. hya","Adult",13
"2ESAL013P","m2",6.51215877406259,0.918742137137249,7.43090091119984,"2","E2B","5 m","A. hya","Adult",13
"2ESAL011P","m1",2.82835829285843,0.401595385860766,3.22995367871919,"2","E2B","5 m","A. hya","Adult",11
"2ESAL011P","m2",2.8187202059723,0.404656300593632,3.22337650656593,"2","E2B","5 m","A. hya","Adult",11
"2ESAL019P","m1",5.01279561295319,0.945704738412116,5.95850035136531,"2","E2B","5 m","A. hya","Adult",19
"2ESAL019P","m2",4.99650821764571,0.93786355553006,5.93437177317577,"2","E2B","5 m","A. hya","Adult",19
"2ESAL026P","m1",3.52968356770157,0.874721565928619,4.40440513363019,"2","E2B","5 m","A. hya","Adult",26
"2ESAL026P","m2",3.53381157842627,0.908422801750438,4.44223438017671,"2","E2B","5 m","A. hya","Adult",26
"2ESAL005P","m1",4.348047985107,1.30713109561299,5.65517908071999,"2","E2B","5 m","A. hya","Adult",5
"2ESAL005P","m2",4.35171888845586,1.33710048951473,5.68881937797059,"2","E2B","5 m","A. hya","Adult",5
"2ESAL012P","m1",4.38125595345374,0.543484606324039,4.92474055977778,"2","E2B","5 m","A. hya","Adult",12
"2ESAL012P","m2",4.36915946817454,0.547326272252606,4.91648574042714,"2","E2B","5 m","A. hya","Adult",12
"2ESAL008P","m1",5.44479346534607,0.648648495428057,6.09344196077413,"2","E2B","5 m","A. hya","Adult",8
"2ESAL008P","m2",5.44533770488706,0.625611856107223,6.07094956099428,"2","E2B","5 m","A. hya","Adult",8
"2ESAL002P","m1",4.83440755373385,0.553558116839755,5.38796567057361,"2","E2B","5 m","A. hya","Adult",2
"2ESAL002P","m2",4.81640707215355,0.559274805215653,5.3756818773692,"2","E2B","5 m","A. hya","Adult",2
"2TSAL044P","m1",2.98409930544269,0.537705585394025,3.52180489083672,"2","Temae","5 m","A. hya","Adult",44
"2TSAL044P","m2",2.95547247604847,0.529723348360186,3.48519582440865,"2","Temae","5 m","A. hya","Adult",44
"2TSAL043P","m1",2.30265819949772,0.244562456974266,2.54722065647199,"2","Temae","5 m","A. hya","Adult",43
"2TSAL043P","m2",2.30265819949772,0.244562456974266,2.54722065647199,"2","Temae","5 m","A. hya","Adult",43
"2ESAL033P","m1",6.32555046884395,0.436087578846567,6.76163804769052,"2","E2B","5 m","A. hya","Adult",33
"2ESAL033P","m2",6.30918187936161,0.441286002277968,6.75046788163958,"2","E2B","5 m","A. hya","Adult",33
"2ESAL015P","m1",2.31227249806912,0.192055600337322,2.50432809840644,"2","E2B","5 m","A. hya","Adult",15
"2ESAL015P","m2",2.30511199471962,0.194329670954879,2.4994416656745,"2","E2B","5 m","A. hya","Adult",15
"2ESAL035P","m1",6.53473926124344,0.647844194818238,7.18258345606168,"2","E2B","5 m","A. hya","Adult",35
"2ESAL035P","m2",6.51385048145959,0.644539546238028,7.15839002769761,"2","E2B","5 m","A. hya","Adult",35
"2ESAL028P","m1",2.63569746794017,0.293379251412087,2.92907671935226,"2","E2B","5 m","A. hya","Adult",28
"2ESAL028P","m2",2.63533384039175,0.308770923735182,2.94410476412693,"2","E2B","5 m","A. hya","Adult",28
